X,Y,OBJECTID,source,ext_id,cat1,cat2,cat3,org_name,Name,addrln1,addrln2,city,state,hours,phones,email,url,info1,info2,post_id,description,zip,link,use_type,latitude,longitude,date_updated,dis_status,POINT_X,POINT_Y
6487491.84674619,1838160.75276086,54919,211,,Social Services,Homeless Shelters and Services,,www.urm.org,Union Rescue Mission,545 S. San Pedro St.,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. ","Service/Intake and Administration (213) 347-6300, Volunteer Opportunities Service/Intake (213) 347-6300 Ext.1149, Other donations Service/Intake (213) 347-6300 Ext.1023,  FAX (213) 612-0260, Vehicle donations Service/Intake (800) 833-0078",,www.urm.org,,,57174,The agency provides Christian-oriented social services for people of all ages in the Skid Row area of downtown Los Angeles.,90013,http://egis3.lacounty.gov/lms/?p=57174,publish,34.043114,-118.244858,2013/06/01 11:50:56+00,,6487491.84674613,1838160.75276081
6553025.91679327,1874772.48924851,54926,211,,Social Services,Homeless Shelters and Services,,NULL,Arcadia Welfare And Thrift Shop,323 N. First St.,,Arcadia,CA,"Monday through Friday, 9:00am to 4:30pm ","Thrift Shop Service/Intake (626) 447-2881,  Service/Intake (626) 447-6864",,,,,57177,"The agency provides emergency food, financial assistance, household goods, motel vouchers, personal goods and thrift shops for people in Arcadia, including people who are homeless.",91006,http://egis3.lacounty.gov/lms/?p=57177,publish,34.143963,-118.028569,2013/06/01 11:50:56+00,,6553025.91679323,1874772.48924848
6488023.25841303,1838304.30332677,54933,211,,Social Services,Homeless Shelters and Services,,NULL,Emmanuel Baptist Rescue Mission,530 E. Fifth St.,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. ",Service/Intake and Administration (213) 626-4681,,NULL,,,57178,"The agency provides emergency food, holiday assistance and shelter for homeless men in the Skid Row area of downtown Los Angeles.",90013,http://egis3.lacounty.gov/lms/?p=57178,publish,34.043512,-118.243105,2013/06/01 11:50:56+00,,6488023.25841297,1838304.30332673
6456936.67393278,1784174.75082494,54938,211,,Social Services,Homeless Shelters and Services,,www.hoy-southbay.org,House Of Yahweh,4046 W. Marine Ave.,,Lawndale,CA,"Monday through Saturday, 9:00am to 3:30pm. ","Thrift Shop Service/Intake (310) 644-9301,  Administrative (310) 675-1384, Shelter or Food Intake Service/Intake (310) 675-6412",,,,,57180,"The agency provides emergency food, homeless support services, personal goods, shelter and thrift shops for individuals and families who are in crisis and who live in the South Bay and Southwest areas of Los Angeles County.",90260,http://egis3.lacounty.gov/lms/?p=57180,publish,33.894523,-118.345106,2013/06/01 11:50:56+00,,6456936.67393272,1784174.7508249
6444350.09477527,1900250.72634968,54994,211,,Social Services,Homeless Shelters and Services,,www.lafh.org/,L A Family Housing Corporation,7843 Lankershim Blvd.,,North Hollywood,CA,"Monday through Friday, 8:30am to 5:00pm. ","Service/Intake and Administration (818) 982-4091,  FAX (818) 982-3895",,www.lafh.org/,,,57219,"The agency provides consumer assistance, employment services, homeless support services, shelter and volunteer opportunities for people in the San Fernando Valley and in East Los Angeles.",91605,http://egis3.lacounty.gov/lms/?p=57219,publish,34.213355,-118.388056,2013/06/01 11:50:56+00,,6444350.09477521,1900250.72634964
6474430.92044027,1727041.92644252,55052,211,,Social Services,Homeless Shelters and Services,,www.rainbowservicesdv.org,"Rainbow Services, Ltd.",453 W. 7th St.,,San Pedro,CA,"Monday through Sunday, 24 hours per day. ","FAX (310) 548-0611, Service Center Service/Intake and Administration (310) 548-5450, 24 Hours Service/Intake and Hotline (310) 547-9343",,www.rainbowservicesdv.org,,,57269,The agency provides domestic violence services and shelter for individuals of all ages in Los Angeles County.,90731,http://egis3.lacounty.gov/lms/?p=57269,publish,33.737685,-118.286924,2013/06/01 11:50:56+00,,6474430.92044023,1727041.92644247
6520330.08323494,2078274.88801719,55078,211,,Social Services,Homeless Shelters and Services,,valleyoasis.org,Antelope Valley Domestic Violence Council - Homeless Solutions Access Center,45134 N. Sierra Hwy.,,Lancaster,CA,"Wednesday, by appointment only.  Monday, Tuesday, Thursday, Friday, 2:00pm to 5:00pm, by appointment only. ","Homeless Solutions Access Center Service/Intake (661) 942-2758,  FAX (661) 942-2079",,valleyoasis.org,,,57287,"The agency provides domestic violence services, homeless support services, shelter and thrift shops for people of all ages in Los Angeles County.",93534,http://egis3.lacounty.gov/lms/?p=57287,publish,34.703081,-118.137546,2013/06/01 11:50:56+00,,6520330.08323489,2078274.88801715
6488846.51890561,1838497.74880601,55101,211,,Social Services,Homeless Shelters and Services,,NULL,Los Angeles Centers For Alcohol And Drug Abuse - Homeless Outreach Project,612 E. 4th St.,,Los Angeles,CA,,Service/Intake (213) 626-6411,,NULL,,,57298,"The agency provides domestic violence services, HIV/AIDS services, residential treatment for drug abuse services, and substance abuse services for adults and adolescents.",90013,http://egis3.lacounty.gov/lms/?p=57298,publish,34.044049,-118.240389,2013/06/01 11:50:56+00,,6488846.51890555,1838497.74880598
6474080.47494695,1727658.95998535,55201,211,,Social Services,Homeless Shelters and Services,,www.jointefforts.org,Joint Efforts Inc,505 S Pacific Ave,,San Pedro,CA,,"FAX (310) 831-2356,  TDD (310) 831-6948,  Service/Intake and Administration (310) 831-2358",,www.jointefforts.org,,,57357,"The agency provides substance abuse services to people in the South Bay, Harbor Gateway and Long Beach areas.",90731,http://egis3.lacounty.gov/lms/?p=57357,publish,33.73937771,-118.2880824,2013/06/01 11:50:56+00,,6474080.47494689,1727658.95998532
6520400.64214894,2078222.39632428,55256,211,,Social Services,Homeless Shelters and Services,,www.graceresources.org,Grace Resources Inc,45134 Sierra Hwy,,Lancaster,CA,"Monday through Friday, 9:00am to 5:00pm. ","FAX (661) 940-5274,  Service/Intake (661) 940-5272",,www.graceresources.org,,,57403,"The agency provides education services, emergency food, holiday assistance, personal goods and a thrift shop for people who live in the Antelope Valley, including people who are homeless and undocumented.",93534,http://egis3.lacounty.gov/lms/?p=57403,publish,34.70293703,-118.137311,2013/06/01 11:50:56+00,,6520400.64214888,2078222.39632423
6534070.39597736,1849651.55031727,55292,211,,Social Services,Homeless Shelters and Services,,NULL,St. Anthony's Christian Service,1901 S. San Gabriel Blvd.,,San Gabriel,CA,"Monday through Friday, 9:00am to 12:00pm and 1:00pm to 7:30pm; Saturday, 9:00am to 12:00pm; Sunday, 9:00am to 12:00pm and 1:00pm to 2:30pm. ",Service/Intake and Administration (626) 288-8912,,,,,57430,The agency provides emergency food and holiday assistance to people who live within the parish boundaries which are Valley Blvd.,91776,http://egis3.lacounty.gov/lms/?p=57430,publish,34.074903,-118.09114,2013/06/01 11:50:56+00,,6534070.3959773,1849651.55031723
6389597.25250952,1904639.41901585,55294,211,,Social Services,Homeless Shelters and Services,,www.our-redeemer.org,Redeemer Lutheran Outreach,20025 Chase St.,,Winnetka,CA,,"Administrative (818) 341-3460,  Service/Intake (818) 341-1629,  FAX (818) 341-1634",,www.our-redeemer.org,,,57431,"The agency provides emergency food and homeless support services for low-income people who live in Canoga Park, Chatsworth, Granada Hills, Northridge, Reseda, Tarzana and Winnetka.",91306,http://egis3.lacounty.gov/lms/?p=57431,publish,34.224698,-118.569239,2013/06/01 11:50:56+00,,6389597.25250947,1904639.41901581
6460416.1508977,1858790.8286266,55364,211,,Social Services,Homeless Shelters and Services,,www.hollywoodsocialservices.org,Social Services At Blessed Sacrament Inc,6636 Selma Ave.,,Los Angeles,CA,,"Service/Intake and Administration (323) 871-8042,  FAX (323) 464-7796",,www.hollywoodsocialservices.org,,,57493,The agency provides homeless support services for people who live in Los Angeles County.,90028,http://egis3.lacounty.gov/lms/?p=57493,publish,34.099588,-118.334459,2013/06/01 11:50:56+00,,6460416.15089764,1858790.82862656
6463068.49172162,1888944.55867335,55369,211,,Social Services,Homeless Shelters and Services,,www.burbanktemporaryaidcenter.org,Burbank Temporary Aid Center,1304 W. Burbank Blvd.,,Burbank,CA,,"FAX (818) 848-8280,  Service/Intake and Administration (818) 848-2822, Food Intake Service/Intake (818) 848-2822 Ext.107",,,,,57494,"The agency provides emergency food, financial assistance, holiday assistance, homeless support services and shelter for people who live in Burbank.",91506,http://egis3.lacounty.gov/lms/?p=57494,publish,34.18247,-118.326021,2013/06/01 11:50:56+00,,6463068.49172156,1888944.55867331
6483595.47691427,1872200.66237119,55382,211,,Social Services,Homeless Shelters and Services,,www.glendalecorps.org/,Salvation Army Corps Community Center - Glendale,801 S. Central,,Glendale,CA,"Monday through Friday, 1:00pm to 4:00pm; some mornings by appointment only. ","Food Intake                    Service/Intake (818) 246-5586 Ext.131,  Service/Intake (818) 246-5586",,www.glendalecorps.org/,,,57496,"The agency provides emergency food, holiday assistance, nutrition programs, recreational programs and shelter for people who are primarily in the Glendale area.",91204,http://egis3.lacounty.gov/lms/?p=57496,publish,34.136624,-118.258008,2013/06/01 11:50:56+00,,6483595.47691423,1872200.66237114
6412444.90792961,1828034.35798743,55393,211,,Social Services,Homeless Shelters and Services,,www.salvationarmy-socal.org,Salvation Army Corps Community Center - Santa Monica,1533 4th St.,,Santa Monica,CA,,"Service/Intake (310) 917-1138,  FAX (310) 394-7398",,www.salvationarmy-socal.org,,,57497,"The agency provides emergency food, homeless support services, holiday assistance, personal goods, services for older adults, recreational programs and utility bill assistance for people of all ages who are in Santa Monica, including people who are homeless.",90401,http://egis3.lacounty.gov/lms/?p=57497,publish,34.014532,-118.492416,2013/06/01 11:50:56+00,,6412444.90792955,1828034.35798739
6496356.5101192,1784469.56585211,55409,211,,Social Services,Homeless Shelters and Services,,www.salvationarmy-socal.org,Salvation Army Corps Community Center - Compton,736 E. Compton Blvd.,,Compton,CA,"Monday through Friday, 9:00am to 1:30pm; social services by appointment only. ",Service/Intake (310) 639-0362,,www.salvationarmy-socal.org,,,57504,"The agency provides emergency food, holiday assistance, recreational programs, transportation, and utility bill assistance for families, couples and individuals who live in Compton and Lynwood zip codes 90220, 90221, 90222 and 90262.",90221,http://egis3.lacounty.gov/lms/?p=57504,publish,33.895635,-118.215217,2013/06/01 11:50:56+00,,6496356.51011914,1784469.56585206
6552039.6723747,1852344.84479943,55413,211,,Social Services,Homeless Shelters and Services,,www.catholiccharitiesla.org,Catholic Charities Of Los Angeles - San Juan Diego Center,4171 Tyler Ave.,,El Monte,CA,"SITE HOURS: Monday through Friday, 9:00am to 1:00pm. ","FAX (626) 575-1072,  Service/Intake (626) 575-7652",,www.catholiccharitiesla.org,,,57505,"The agency provides emergency food, holiday assistance and utility bill assistance for people in the San Gabriel Valley, including people who are homeless or undocumented.",91731,http://egis3.lacounty.gov/lms/?p=57505,publish,34.082334,-118.031805,2013/06/01 11:50:56+00,,6552039.67237464,1852344.8447994
6480017.42993653,1834836.89884427,55422,211,,Social Services,Homeless Shelters and Services,,www.sfcla.org,St. Francis Center - Los Angeles,1835 S. Hope St.,,Los Angeles,CA,"Breakfast is served Tuesday through Friday, 7:30am to 9:00am; Saturday, 8:30am to 10:00am. Sack lunches distributed Monday through Saturday, 1:00pm to 1:30pm.  Mail distribution hours are Monday through Friday, 9:00am to 9:15am and 1:00pm to 1:30pm. Family food program is Tuesday, Thursday and Saturday, 11:00am to 12:30pm. Senior brown bag program is Friday, 11:00am to 12:30pm. ","FAX (213) 765-8915,  Service/Intake (213) 747-5347",,www.sfcla.org,,,57511,"The agency provides emergency food, holiday assistance, homeless support services, and personal goods, and volunteer opportunities for low-income people in the garment district of Los Angeles, including people who are homeless.",90015,http://egis3.lacounty.gov/lms/?p=57511,publish,34.033928,-118.269501,2013/06/01 11:50:56+00,,6480017.42993647,1834836.89884423
6487295.08007936,1837849.35246502,55427,211,,Social Services,Homeless Shelters and Services,,www.midnightmission.org,Midnight Mission,601 S. San Pedro St.,,Los Angeles,CA,"Monday through Friday, 7:00am to 5:00pm. ","FAX (213) 553-2359,  Service/Intake and Administration (213) 624-9258, Volunteers- Georgia Berkovitch Service/Intake (213) 624-9258 Ext.1243,  Service/Intake (888) 624-9258",,www.midnightmission.org,,,57512,"The agency provides emergency food, holiday assistance, homeless supportive services, housing services, personal goods and shelter for single men and women in the Skid Row area of downtown Los Angeles.",90014,http://egis3.lacounty.gov/lms/?p=57512,publish,34.042257,-118.245505,2013/06/01 11:50:56+00,,6487295.0800793,1837849.35246497
6522392.59092094,1876804.72402918,55444,211,,Social Services,Homeless Shelters and Services,,www.salvationarmy-socal.org,Salvation Army Corps Community Center - Pasadena,1000 E. Walnut St.,,Pasadena,CA,"Monday through Friday, 9:00am to 11:30am. ","Administrative (626) 773-4400, Director of Social Services Service/Intake (626) 773-4404,  Service/Intake (626) 773-4425",,www.salvationarmy-socal.org,,,57515,"The agency provides emergency food, holiday assistance, personal goods, recreational programs for people in Altadena, Arcadia, Pasadena, Sierra Madre and South Pasadena.",91106,http://egis3.lacounty.gov/lms/?p=57515,publish,34.149481,-118.129818,2013/06/01 11:50:56+00,,6522392.59092088,1876804.72402914
6548965.38062303,1811101.45878243,55453,211,,Social Services,Homeless Shelters and Services,,www.salvationarmy-socal.org,Salvation Army Corps Community Center - Whittier,7926 S. Pickering Ave.,,Whittier,CA,"Monday through Friday, 9:00am to 12:00 noon;  1:00pm to 3:00pm. ",Service/Intake (562) 698-8348,,www.salvationarmy-socal.org,,,57516,"The agency provides emergency food, holiday assistance, personal goods, recreational programs and utility bill assistance for people who live in Whittier and the surrounding cities of Baldwin Park, City of Industy, Hacienda Heights, La Habra Heights, La Puente, Rowland Heights and South El Monte.",90602,http://egis3.lacounty.gov/lms/?p=57516,publish,33.969,-118.041901,2013/06/01 11:50:56+00,,6548965.38062297,1811101.45878239
6505432.73671736,1835941.3605461,55459,211,,Social Services,Homeless Shelters and Services,,NULL,Salvation Army Corps Community Center - East Los Angeles Temple,140 N. Eastman Ave.,,Los Angeles,CA,"Monday through Friday 9:00am to 11:40am, and 12:30pm to 3:30pm.  ",Service/Intake (323) 263-7577,,NULL,,,57517,The agency provides emergency food and transportation for people who live in the East Los Angeles area.,90063,http://egis3.lacounty.gov/lms/?p=57517,publish,34.037121,-118.185623,2013/06/01 11:50:56+00,,6505432.7367173,1835941.36054607
6482353.29665586,1740975.98814127,55468,211,,Social Services,Homeless Shelters and Services,,www.beaconlightmission.org,Southern California Floating Christian Endeavor Association Inc - Beacon Light Mission,525 N. Broad Ave.,,Wilmington,CA,"Monday through Friday, 9:00am to 7:00pm; Saturday and Sunday, 4:00pm to 7:00pm. ","FAX (310) 830-3260,  Service/Intake (310) 830-7063",,www.beaconlightmission.org,,,57521,"The agency provides emergency food, homeless support services, holiday assistance and shelter for men who are in Los Angeles County.",90744,http://egis3.lacounty.gov/lms/?p=57521,publish,33.776032,-118.260987,2013/06/01 11:50:56+00,,6482353.2966558,1740975.98814122
6528118.85341853,2031826.49206902,55474,211,,Social Services,Homeless Shelters and Services,,www.cityofpalmdale.org/departments/saves/,South Antelope Valley Emergency Services,1002 E Ave Q12, ,Palmdale,CA,"Monday through Thursday, 8:00am to 5:00pm. ","FAX (661) 274-2365,  Service/Intake and Administration (661) 267-5191,  TDD (661) 267-5167",,,,,57524,"The agency provides emergency food, personal goods, and shelter for South Antelope Valley residents.",93550,http://egis3.lacounty.gov/lms/?p=57524,publish,34.57547698,-118.1114601,2013/06/01 11:50:56+00,,6528118.85341847,2031826.49206898
6474151.91443661,1850703.03673135,55494,211,,Social Services,Homeless Shelters and Services,,www.epath.org,People Assisting The Homeless,340 N. Madison Ave.,,Los Angeles,CA,"SITE HOURS: Monday through Friday, 7:30am to 4:00pm. ","Jobs Center at PATH Service/Intake (323) 644-2229, P.A.T.H. Service/Intake (323) 644-2216, West LA Job Center Service/Intake (310) 996-0034 Ext.108, HVRP PATHfinders - Employment Program for Veterans Service/Intake (323) 644-2201, Referral for Homeless Ve",,www.epath.org,,,57540,"The agency provides employment services, homeless support services and transitional shelter for homeless adults.",90004,http://egis3.lacounty.gov/lms/?p=57540,publish,34.077481,-118.289011,2013/06/01 11:50:56+00,,6474151.91443655,1850703.03673132
6467231.97781719,1857486.82106403,55495,211,,Social Services,Homeless Shelters and Services,,www.epath.org,People Assisting The Homeless - Hollywood Center,5627 Fernwood Ave.,,Hollywood,CA,"Monday through Friday, 7:30am to 4:00pm; individuals can receive a number and start lining up at 6:00am. ",PATH Hollywood Service/Intake (323) 960-3333,,www.epath.org,,,57541,"The agency provides employment services, homeless support services and transitional shelter for homeless adults.",90028,http://egis3.lacounty.gov/lms/?p=57541,publish,34.096065,-118.311932,2013/06/01 11:50:56+00,,6467231.97781713,1857486.82106398
6429280.66330002,1836044.21204643,55496,211,,Social Services,Homeless Shelters and Services,,,People Assisting the Homeless (PATH) -  West Los Angeles,2346 Cotner Ave.,,Los Angeles,CA,"Monday through Thursday, 8:30am to 4:00pm","West LA Job Center Service/Intake (310) 996-0034 Ext.108,  Service/Intake and Administration (310) 996-0034",,www.epath.org,,,57543,"The agency provides employment services, homeless support services and transitional shelter for homeless adults.  Services are provided from four locations.",90064,http://egis3.lacounty.gov/lms/?p=57543,publish,34.03675557,-118.4369768,2013/05/29 15:00:17+00,,6429280.66329996,1836044.2120464
6646252.49051036,1844860.5887706,55586,211,,Social Services,Homeless Shelters and Services,,NULL,Catholic Charities - Pomona Community Services,1460 E Holt Ave,,Pomona,CA,"Monday through Friday, 9:00am to 5:00pm. ","Service/Intake (909) 629-1331,  FAX (909) 629-1322",,,,,57620,"The agency provides shelter and utility bill assistance for low income people who live in the Pomona Valley, including people who receive public assistance and people who are undocumented.",91767,http://egis3.lacounty.gov/lms/?p=57620,publish,34.0614496,-117.7207389,2013/06/01 11:50:56+00,,6646252.4905103,1844860.58877055
6643490.16138937,1857264.72472344,55766,211,,Social Services,Homeless Shelters and Services,,NULL,St. Ambrose Episcopal Church,830 W Bonita Ave,,Claremont,CA,,Administrative (909) 626-7170,,,,,57741,The agency provides holiday assistance for people who live in the Pomona Valley and Inland Empire.,91711,http://egis3.lacounty.gov/lms/?p=57741,publish,34.0955551,-117.729749,2013/06/01 11:50:56+00,,6643490.16138931,1857264.7247234
6504748.72824286,1739728.35874677,55796,211,,Social Services,Homeless Shelters and Services,,www.village-isa.org,Mental Health America Of Los Angeles - Long Beach,456 Elm Ave.,,Long Beach,CA,"Monday through Friday, 9:00am to 5:00pm. ","FAX (562) 437-5072,  Service/Intake (562) 437-6717",,www.village-isa.org,,,57763,The agency provides homeless support services and mental health services for people in the Long Beach area.,90802,http://egis3.lacounty.gov/lms/?p=57763,publish,33.772741,-118.187289,2013/06/01 11:50:56+00,,6504748.7282428,1739728.35874672
6465676.31032486,1859466.6855426,55798,211,,Social Services,Homeless Shelters and Services,,www.myfriendsplace.org,My Friend's Place,5850 Hollywood Blvd.,,Hollywood,CA,,"Service/Intake and Administration (323) 908-0011 Ext.100, 888-YOUTH-50 Service/Intake and Hotline (888) 968-8450",,www.myfriendsplace.org,,,57764,The agency provides homeless support services and runaway services for youth and young adults who are in the Hollywood area.,90028,http://egis3.lacounty.gov/lms/?p=57764,publish,34.101492,-118.317091,2013/06/01 11:50:56+00,,6465676.3103248,1859466.68554255
6487399.07002886,1837856.55914351,55799,211,,Social Services,Homeless Shelters and Services,,www.weingart.org,Weingart Center Association,501 E 6Th St,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. ","Donation Program Service/Intake (800) 390-7164,  FAX (626) 689-2289, Weingart Institute Administration (213) 689-2280, Homeless Access Center Service/Intake (213) 833-5020, Donations/Volunteers Service/Intake (213) 689-2224, Hope Row Resource Center FAX (",,www.weingart.org,,,57766,The agency provides homeless support services and shelter for adults primarily in the Downtown Skid Row area of Los Angeles.,90021,http://egis3.lacounty.gov/lms/?p=57766,publish,34.0422775,-118.2451618,2013/06/01 11:50:56+00,,6487399.0700288,1837856.55914348
6578270.50573969,1847753.58889011,55800,211,,Social Services,Homeless Shelters and Services,,www.voala.org,Volunteers Of America - Greater Los Angeles - West Covina Outreach And Access Center,1760 W Cameron Ave,,West Covina,CA,"Monday through Friday, 8:00am to 4:30pm. ","888-50-NEEDS Service/Intake (888) 506-3337,  FAX (626) 918-5040,  Service/Intake (626) 337-9878",,www.voala.org,,,57768,The agency provides homeless support services for people of all ages in Los Angeles County.,91790,http://egis3.lacounty.gov/lms/?p=57768,publish,34.0697096,-117.9451866,2013/06/01 11:50:56+00,,6578270.50573964,1847753.58889006
6487110.29042269,1839214.14304252,55801,211,,Social Services,Homeless Shelters and Services,,www.svdpla.org,Society Of St. Vincent De Paul - Social Services Department,231 Winston St.,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. ","FAX (213) 620-9141,  Service/Intake and Administration (213) 229-9971",,www.svdpla.org,,,57769,The agency provides homeless support services and shelter for people who are primarily in the Skid Row area of downtown Los Angeles.,90013,http://egis3.lacounty.gov/lms/?p=57769,publish,34.046006,-118.246126,2013/06/01 11:50:56+00,,6487110.29042263,1839214.14304247
6632251.08084919,1845061.60182002,55802,211,,Social Services,Homeless Shelters and Services,,NULL,Pomona Neighborhood Center,999 W. Holt Ave.,,Pomona,CA,,"FAX (909) 397-9981,  Service/Intake (909) 620-7691",,,,,57770,The agency provides homeless support services for people who live in the Pomona Valley.,91768,http://egis3.lacounty.gov/lms/?p=57770,publish,34.0621,-117.766965,2013/06/01 11:50:56+00,,6632251.08084914,1845061.60181998
6464139.22514445,1858586.15416719,56080,211,,Social Services,Homeless Shelters and Services,,www.layn.org,Los Angeles Youth Network - Gower Youth Shelter,1550 N. Gower St.,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. ","FAX (323) 464-4357,  Administrative (323) 467-8466, 24 hours Service/Intake (323) 957-7757,  Administrative (323) 957-7364",,www.layn.org,,,58024,The agency provides runaway services and a shelter for youth in Los Angeles County.,90028,http://egis3.lacounty.gov/lms/?p=58024,publish,34.099059,-118.322159,2013/06/01 11:50:56+00,,6464139.22514439,1858586.15416715
6466437.96267295,1860134.26983735,56081,211,,Social Services,Homeless Shelters and Services,,www.layn.org,Los Angeles Youth Network Taft House,1754 Taft Ave.,,Hollywood,CA,"Monday through Sunday, 24 hours per day. ",Service/Intake and Administration (323) 467-8466,,www.layn.org,,,58025,The agency provides shelter for youth in crisis who are in Los Angeles County.,90028,http://egis3.lacounty.gov/lms/?p=58025,publish,34.103333,-118.314582,2013/06/01 11:50:56+00,,6466437.96267289,1860134.2698373
6467995.70299578,1857249.36812685,56082,211,,Social Services,Homeless Shelters and Services,,www.covenanthouseca.org,Covenant House California,1325 N. Western Ave.,,Hollywood,CA,"Monday through Sunday, 24 hours per day. ","Service/Intake and Hotline (866) 268-3683, shelter Administrative (323) 461-3131, Outreach Number (9:00am - 12:00 noon and 2:00pm - 5:00pm) Service/Intake (323) 957-7455, The Nineline Hotline/Talkline/Warmline (800) 999-9999,  FAX (323) 461-6491, Daily, 4",,www.covenanthouseca.org,,,58026,The agency provides runaway services and shelter for homeless and at-risk youth who are in Los Angeles County.,90027,http://egis3.lacounty.gov/lms/?p=58026,publish,34.095419,-118.309407,2013/08/13 08:56:19+00,,6467995.70299572,1857249.36812681
6473108.09303345,1807554.76705694,56084,211,,Social Services,Homeless Shelters and Services,,NULL,My Club Drop In Center,8705 S. Vermont,,Los Angeles,CA,"Monday through Friday, 10:00am to 6:00pm. ","Service/Intake (323) 751-2582,  FAX (323) 751-1803",,,,,58027,"The agency provides runaway services and shelter for runaway, homeless and at-risk youth in Los Angeles County.",90044,http://egis3.lacounty.gov/lms/?p=58027,publish,33.958908,-118.292044,2013/06/01 11:50:56+00,,6473108.09303339,1807554.7670569
6479090.32483536,1844671.08488452,56085,211,,Social Services,Homeless Shelters and Services,,NULL,Catholic Charities Of Los Angeles - Our Lady Of The Angels Region - Metro Area - Angel's Flight Runaway And Homeless Youth Services,357 S. Westlake Ave.,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. ","Service/Intake and Administration (213) 413-2311, Shelter / 24 Hour Intake Service/Intake (800) 833-2499",,,,,58028,"The agency provides runaway services and shelter for runaway, homeless and at-risk youth in Los Angeles County.",90057,http://egis3.lacounty.gov/lms/?p=58028,publish,34.060944,-118.272649,2013/06/01 11:50:56+00,,6479090.3248353,1844671.08488448
6502925.78667878,1741782.1866601,56214,211,,Social Services,Homeless Shelters and Services,,www.womenshelterlb.com/,Womenshelter Of Long Beach,930 Pacific Ave.,,Long Beach,CA,"Monday through Friday, 8:00am to 5:00pm. ","Service/Intake and Administration (562) 437-7233,  FAX (562) 436-4943, 562) HER HOME - 24 hrs. Service/Intake and Hotline (562) 437-4663",,www.womenshelterlb.com/,,,58152,The agency provides shelter and domestic violence services for victims of domestic violence and their children as well as volunteer opportunities for individuals living in Los Angeles County.,90813,http://egis3.lacounty.gov/lms/?p=58152,publish,33.778375,-118.1933,2013/06/01 11:50:56+00,,6502925.78667872,1741782.18666007
6470653.70456952,1855763.05777927,56217,211,,Social Services,Homeless Shelters and Services,,www.houseofhopela.com,House Of Hope,1115 N. Normandie Ave.,,Los Angeles,CA,"SITE HOURS: Monday through Sunday, 24 hours per day. ","FAX (323) 663-9452,  Service/Intake (323) 663-1214,  Service/Intake (323) 663-1215",,,,,58153,"The agency provides shelter and emergency food for men and women, including ex-offenders and General Relief recipients.",90029,http://egis3.lacounty.gov/lms/?p=58153,publish,34.091357,-118.300613,2013/06/01 11:50:56+00,,6470653.70456947,1855763.05777922
6598572.23449311,1817198.27565701,56218,211,,Social Services,Homeless Shelters and Services,,www.gospelmissions.org,Gospel Missions Of America,1803 Nausika Ave.,,Rowland Heights,CA,"Intake Hours: Tuesday through Friday, 9:00am to 6:00pm. Shelter hours Monday through Sunday, 24 hours per day. ",Service/Intake (626) 965-8922,,www.gospelmissions.org,,,58154,The agency provides shelter for adults 18 years and older in Los Angeles County.,91748,http://egis3.lacounty.gov/lms/?p=58154,publish,33.985699,-117.878273,2013/06/01 11:50:56+00,,6598572.23449305,1817198.27565698
6590693.31422736,1869589.44548076,56221,211,,Social Services,Homeless Shelters and Services,,NULL,Peregrinos De Emaus Inc,447 N. Soldano Ave.,,Azusa,CA,"Monday through Sunday, 24 hours per day. ","Leo - Cell Number Service/Intake (626) 388-8424, Shelter Service/Intake (626) 969-5399",,,,,58159,"The agency provides shelter for men in Los Angeles County, including men who are undocumented.",91702,http://egis3.lacounty.gov/lms/?p=58159,publish,34.129686,-117.904098,2013/06/01 11:50:56+00,,6590693.3142273,1869589.44548073
6521234.84717344,2074973.5320871,56223,211,,Social Services,Homeless Shelters and Services,,NULL,Lancaster Community Shelter For The Homeless,44611 Yucca Ave.,,Lancaster,CA,"Monday through Friday, 8:00am to 4:00pm. ",Service/Intake and Administration (661) 945-7524,,,,,58164,"The agency provides shelter for singles, couples and families who are homeless in the Lancaster/Palmdale area.",93534,http://egis3.lacounty.gov/lms/?p=58164,publish,34.694013,-118.134521,2013/06/01 11:50:56+00,,6521234.84717339,2074973.53208706
6520330.08323494,2078274.88801719,56227,211,,Social Services,Homeless Shelters and Services,,www.lahsa.org,Year Round Pick-Up Site - Antelope Valley Access Center,45134 N. Sierra Hwy.,,Lancaster,CA,"Monday through Friday, 3:15pm. ",Service/Intake (661) 945-7524,,www.lahsa.org,,,58167,"The agency provides shelter, motel vouchers and transportation to homeless individuals and families.",93534,http://egis3.lacounty.gov/lms/?p=58167,publish,34.703081,-118.137546,2013/06/01 11:50:56+00,,6520330.08323489,2078274.88801715
6522288.54683769,2066772.78175636,56228,211,,Social Services,Homeless Shelters and Services,,www.lahsa.org,Year Round Pick-Up Site - Mental Health Association,43423 Division St.,,Lancaster,CA,"Monday through Friday, 2:25pm. ",Service/Intake (661) 945-7524,,www.lahsa.org,,,58170,"The agency provides shelter, motel vouchers and transportation to homeless individuals and families.",93535,http://egis3.lacounty.gov/lms/?p=58170,publish,34.671483,-118.13098,2013/06/01 11:50:56+00,,6522288.54683764,2066772.78175631
